duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
0.047955337,0.80868666,0.619653261,0.636363636,0.745332533,0,0.220512821,0.236177972,1.14E-05,0.13622324,0.710204082,0.563909738,0.8,blues
0.035924476,0.361944157,0.491864806,0.545454545,0.708593362,0,0.064786325,0.140700219,0.833333333,0.093620194,0.236734694,0.367868891,0.8,blues
0.102753212,0.453981386,0.529094513,1,0.818680314,0,0.062051282,0.059895888,7.31E-05,0.077218021,0.560204082,0.784178093,0.8,blues
0.095496545,0.763185109,0.669963676,0,0.823040969,1,0.049230769,0.165825943,2.43E-06,0.586750453,0.774489796,0.524553517,0.8,blues
0.085338285,0.754912099,0.639777427,0.636363636,0.714181267,0,0.08957265,0.085725133,0.002302083,0.086164661,0.671428571,0.462759151,0.8,blues
0.054731092,0.863495346,0.721280299,1,0.872104865,0,0.582905983,0.07868993,0,0.376930451,0.583673469,0.608026159,0.8,blues
0.039260923,0.717683557,0.304710061,0.181818182,0.497715226,1,0.06034188,0.171856117,0.076666667,0.069762488,0.531632653,0.470573528,0.8,blues
0.059403193,0.557394002,0.789702464,0.818181818,0.91780035,0,0.067692308,0.008940919,0,0.286398978,0.364285714,0.784310457,0.8,blues
0.085502171,0.961737332,0.621665677,0.727272727,0.860432932,0,0.367521368,0.014468578,0,0.179891362,0.945918367,0.465744694,0.8,blues
0.110395223,0.430196484,0.483815139,0.818181818,0.805493903,1,0.079145299,0.296479711,0,0.133028012,0.236734694,0.501404529,0.8,blues
0.065007181,0.55532575,0.880261212,0.454545455,0.796798705,1,0.158290598,0.022307804,0,0.064011077,0.369387755,0.740247962,0.8,blues
0.078803561,0.672182006,0.807814214,0.818181818,0.845679818,0,0.079145299,0.512560943,2.73E-06,1,0.726530612,0.598098861,0.8,blues
0.036144398,0.509824199,0.602547719,0.454545455,0.745228086,1,0.570940171,0.610048754,1.90E-06,0.107466184,0.889795918,0.996818362,0.8,blues
0.096542039,0.445708376,0.62569051,0.636363636,0.784996214,1,0.045128205,0.009724841,1.04E-06,0.063904569,0.274489796,0.406577999,0.8,blues
0.073409517,0.645294726,0.304710061,0.181818182,0.693135233,1,0.054358974,0.637184537,2.78E-05,0.044839706,0.231632653,0.685900296,0.8,blues
0.088414126,0.514994829,0.24031273,0.818181818,0.682507768,1,0.043931624,0.839195363,0.558333333,0.119182022,0.318367347,0.753709868,0.8,blues
0.062892396,0.788004137,0.630721552,0.818181818,0.80881009,1,0.415384615,0.53467158,0,0.054957929,0.835714286,0.501169215,0.8,blues
0.05950567,0.470527404,0.1034684,0.181818182,0.634253336,1,0.072136752,0.990954739,0,0.107466184,0.263265306,0.327512587,0.8,blues
0.090399568,0.655635988,0.585442178,0.909090909,0.659686137,1,0.052136752,0.073262774,0.083854167,0.079028651,0.62244898,0.55623753,0.6,blues
0.060012297,0.811789038,0.773603131,0.636363636,0.781732251,1,0.056581197,0.64421974,0,0.309830653,0.98877551,0.627576808,0.8,blues
0.060365401,0.405377456,0.87523017,0,0.918270361,1,0.081025641,0.226127682,0,0.121312174,0.844897959,0.441767206,0.8,blues
0.090425283,0.713547053,0.618647052,0.818181818,0.769903648,0,0.058632479,0.210047218,0,0.170305677,0.721428571,0.525730085,0.8,blues
0.045294009,0.59565667,0.640783635,0.181818182,0.864924145,1,0.06,0.058790356,0.0001625,0.585685377,0.555102041,0.411779413,0.8,blues
0.100296837,0.373319545,0.440548182,0.363636364,0.793195289,0,0.047692308,0.915577565,0.000120833,0.801895836,0.080510204,0.467965468,0.8,blues
0.092300955,0.399172699,0.413380558,0.636363636,0.799148758,1,0.04957265,0.001825314,0.0021875,0.095750346,0.183673469,0.618777055,0.6,blues
0.071766816,0.305067218,0.739392049,0.909090909,0.8614774,1,0.205128205,0.010146954,0.000147917,0.044626691,0.307142857,0.367692406,0.8,blues
0.081776542,0.546018614,0.563305596,0.181818182,0.819933676,1,0.07008547,0.709546624,0.016145833,0.13622324,0.665306122,0.8255737,0.6,blues
0.047673622,0.618407446,0.714236841,0.181818182,0.874898817,1,0.181196581,0.04954409,0,0.256576845,0.681632653,0.372423192,0.8,blues
0.076091187,0.88417787,0.532113138,0.909090909,0.868397002,0,0.101196581,0.015473607,8.51E-06,0.21929918,0.894897959,0.5046548,0.8,blues
0.059843038,0.486039297,0.917490919,0,0.90020106,0,0.086324786,0.131654958,0,0.30237512,0.807142857,0.818749602,0.8,blues
0.058373435,0.574974147,0.583429762,0.181818182,0.864819699,0,0.057264957,0.025724903,2.84E-05,0.100010651,0.333673469,0.367761039,0.8,blues
0.075717741,0.713547053,0.573367679,0.636363636,0.79473588,1,0.126153846,0.061905946,0,0.167110448,0.708163265,0.595010369,0.8,blues
0.078199447,0.534643226,0.385206725,0.818181818,0.688617907,1,0.049230769,0.799999232,0.001916667,0.093620194,0.253061224,0.343827672,0.8,blues
0.074215515,0.379524302,0.776621756,0,0.889416926,1,0.06991453,0.070951207,1.17E-05,0.082223879,0.405102041,0.706098057,0.6,blues
0.068496768,0.658738366,0.920509544,0.818181818,0.869598141,1,0.121538462,0.062307958,0.010104167,0.166045372,0.52755102,0.567885559,0.8,blues
0.077268327,0.866597725,0.754485174,0.454545455,0.852181633,1,0.088205128,0.044518945,0,0.060176803,0.982653061,0.490310467,0.8,blues
0.057936661,0.567735264,0.877242587,0.454545455,0.74713424,1,0.076239316,0.009996199,4.78E-06,0.188411971,0.396938776,0.500164229,0.8,blues
0.076454653,0.600827301,0.688075425,0.545454545,0.861059613,1,0.179487179,0.230147798,0,0.093620194,0.190816327,0.372648701,0.8,blues
0.099687733,0.715615305,0.492871014,0.818181818,0.749771523,0,0.055555556,0.093865868,0.001729167,0.113856641,0.285714286,0.424760887,0.8,blues
0.06975566,0.796277146,0.648833301,1,0.821160926,1,0.074871795,0.028438481,0,0.189477048,0.935714286,0.531784511,0.8,blues
0.103924979,0.317476732,0.429479891,0.181818182,0.706138862,1,0.107521368,0.289444508,0.001035417,0.082756417,0.31122449,0.711941681,0.6,blues
0.065457772,0.632885212,0.635752594,0.090909091,0.875656057,1,0.064957265,0.003704718,2.27E-05,0.170305677,0.775510204,0.377604996,0.8,blues
0.129435579,0.80041365,0.540162805,0.909090909,0.7883124,0,0.051794872,0.134670045,0.000197917,0.114921717,0.652040816,0.588406877,0.8,blues
0.070010892,0.712512927,0.729329966,0,0.89040917,1,0.085641026,0.414068102,1.24E-06,0.15006923,0.732653061,0.735468152,0.8,blues
0.052980925,0.768355739,0.734361007,0.909090909,0.859362352,1,0.051111111,0.666330377,7.23E-05,0.110661412,0.948979592,0.539108651,0.8,blues
0.074914046,0.281282316,0.341939768,0.909090909,0.825417135,0,0.05008547,0.213062305,5.72E-06,0.076898498,0.16122449,0.978718815,0.6,blues
0.101535004,0.306101344,0.669963676,0,0.861999634,0,0.077264957,0.03014703,0.865625,0.141548621,0.692857143,0.366167769,0.8,blues
0.027552845,0.774560496,0.338921143,0,0.692508552,1,0.312820513,0.266328842,1.30E-05,0.061774417,0.439795918,0.460950177,0.8,blues
0.069257476,0.625646329,0.610597386,0.363636364,0.771862026,0,0.073504274,0.532661522,3.71E-06,0.112791565,0.321428571,0.582926028,0.8,blues
0.060453293,0.811789038,0.626696719,0.545454545,0.7990182,0,0.088205128,0.389947407,0,0.353498775,0.460204082,0.543966899,0.8,blues
0.065354912,0.824198552,0.806808005,0.363636364,0.832127843,0,0.118974359,0.028840493,0.00459375,0.041005432,0.856122449,0.604873936,0.8,blues
0.099459367,0.716649431,0.548212471,0.181818182,0.724965402,1,0.045470085,0.388942378,4.58E-06,0.087229737,0.676530612,0.515665521,0.8,blues
0.063596301,0.554291624,0.561293179,0.636363636,0.810585686,1,0.046666667,0.003895673,2.61E-05,0.217169028,0.394897959,0.686071879,0.8,blues
0.058459408,0.462254395,0.789702464,0.181818182,0.871660966,0,0.079316239,0.002579085,1.75E-05,0.056768559,0.515306122,0.39238564,0.8,blues
0.049160879,0.754912099,0.801776964,0.090909091,0.877274982,1,0.071794872,0.040096817,5.30E-05,0.093620194,0.706122449,0.5737635,0.8,blues
0.080370268,0.907962771,0.602547719,0.090909091,0.867300311,1,0.148888889,0.251253407,4.98E-06,0.018958356,0.983673469,0.696004079,0.8,blues
0.061706044,0.632885212,0.923528169,0.636363636,0.926808888,1,0.145299145,0.018388191,0,0.03887528,0.455102041,0.686272876,0.8,blues
0.079218075,0.720785936,0.666945051,0.454545455,0.754367183,0,0.092820513,0.152760566,0,0.101075727,0.77755102,0.470509797,0.8,blues
0.058302814,0.450879007,0.823913547,0.454545455,0.924589393,1,0.053675214,0.000214252,0.002989583,0.323676643,0.385714286,0.416809244,0.8,blues
0.077191566,0.410548087,0.466709598,0.363636364,0.638274538,1,0.051965812,0.013865561,0.000934375,0.098945575,0.404081633,0.700308359,0.8,blues
0.212929664,0.219234747,0.105480817,0.363636364,0.569052406,1,0.062222222,0.98994971,0.991666667,0.095750346,0.097755102,0.34783781,1,classical
0.049905084,0.168562565,0.075797672,0.181818182,0.443872888,1,0.056068376,0.983919536,0.135416667,0.091490042,0.047959184,0.720780653,0.6,classical
0.062023454,0.389865564,0.191008523,0.363636364,0.507820456,0,0.076752137,0.991959768,0.9375,0.071679625,0.290816327,0.751891089,0.6,classical
0.499083849,0.661840745,0.493877222,0,0.7883124,1,0.101196581,0.964823986,0,0.05272127,0.681632653,0.568704255,0.6,classical
0.230699614,0.400206825,0.160822273,0.818181818,0.493876805,1,0.060854701,0.98994971,0.971875,0.180956438,0.32244898,0.646725462,0.8,classical
0.141088005,0.207859359,0.063119447,0.454545455,0.293312792,1,0.089059829,0.976884333,0.969791667,0.036212589,0.090816327,0.447895168,0.8,classical
0.182580007,0.395036194,0.095619975,0.909090909,0.468261222,1,0.085641026,0.995979884,0.920833333,0.079241666,0.159183673,0.347484839,0.8,classical
0.178757274,0.273009307,0.1034684,0.636363636,0.311486539,1,0.07042735,0.995979884,0.994791667,0.067951859,0.196938776,0.393434747,0.8,classical
0.093111942,0.519131334,0.027801535,0.454545455,0.300702405,1,0.107692308,1,0.953125,0.063265523,0.318367347,0.357284676,0.8,classical
0.021687483,0.436401241,0.020758077,0.454545455,0.275400162,1,0.070598291,0.998994971,0.946875,0.095750346,0.731632653,0.760793792,0.8,classical
0.068251131,0.416752844,0.194027148,0.272727273,0.46027104,1,0.083760684,0.997989942,0.920833333,0.097880498,0.559183673,0.487815161,0.8,classical
0.049229581,0.167528438,0.087167825,0.181818182,0.394469541,0,0.060512821,0.948743522,0.955208333,0.176696134,0.042142857,0.647343161,0.6,classical
0.083424616,0.130299897,0.047020114,0.090909091,0.40319085,0,0.067179487,0.651254943,0.923958333,0.127702631,0.117346939,0.472049141,0.8,classical
0.110558342,0.456049638,0.498908264,0.636363636,0.830822258,1,0.064615385,0.974874275,0.001572917,0.453615934,0.524489796,0.629287735,0.8,classical
0.077606079,0.134436401,0.284585895,1,0.49502572,1,0.065470085,0.964823986,0.335416667,0.324741719,0.106122449,0.227940564,0.6,classical
0.182155515,0.329886246,0.051246189,0.363636364,0.465623939,0,0.066324786,0.953768667,0.559375,0.076472468,0.102040816,0.634361687,0.6,classical
0.010720923,0.456049638,0.017638832,0.454545455,0.276888529,1,0.083418803,0.96984913,0.001770833,0.103205879,0.294897959,0.565718712,0.8,classical
0.074197859,0.488107549,0.268486562,0,0.395096222,1,0.157264957,0.835175247,0.821875,0.036319097,0.476530612,0.735419128,0.8,classical
0.062186956,0.442605998,0.116549108,0.363636364,0.357939264,1,0.063931624,0.956783754,0.000433333,0.434444563,0.253061224,0.389723653,0.8,classical
0.130735154,0.443640124,0.568336637,0.818181818,0.649554795,1,0.863247863,0.939698261,0.000828125,0.422728725,0.905102041,0.300549556,0.8,classical
0.012844535,0.62254395,0.248362396,0,0.670000261,1,0.072136752,0.968844101,0.927083333,0.16391522,0.369387755,0.610992092,0.8,classical
0.020443944,0.47983454,0.122586358,0.636363636,0.56941797,1,0.118461538,0.923617797,0.135416667,0.280008521,0.829591837,0.750337038,0.8,classical
0.003770151,0.241985522,0.10950565,0.454545455,0.267488315,1,0.076752137,0.998994971,0.940625,0.126637555,0.784693878,0.770588726,0.8,classical
0.006038459,0.4663909,0.012809032,0,0.070762723,1,0.11008547,0.995979884,0.913541667,0.053892853,0.901020408,0.559904502,0.8,classical
0.014047391,0.49327818,0.178934023,0.909090909,0.534950518,1,0.082905983,0.993969826,0.582291667,0.10853126,0.818367347,0.581523951,0.6,classical
0.022874987,0.546018614,0.025990361,1,0.124996736,0,0.061880342,0.970854159,0.329166667,0.327936947,0.243877551,0.634925459,0.8,classical
0.232449781,0.44467425,0.092098246,0.272727273,0.479306473,1,0.062051282,0.993969826,0.920833333,0.210778571,0.328571429,0.639626832,0.8,classical
0.070804992,0.357807653,0.217169939,1,0.510066063,1,0.054529915,0.997989942,0.7625,0.38545106,0.553061224,0.434776427,0.8,classical
0.062980288,0.087590486,0.082941751,0.181818182,0.356685902,0,0.069230769,0.968844101,0.616666667,0.285333901,0.077959184,0.413000103,0.8,classical
0.01751702,0.474663909,0.057283439,0.454545455,0.490351725,1,0.056410256,0.994974855,0.930208333,0.047821919,0.452040816,0.502762485,0.8,classical
0.013525412,0.626680455,0.07438898,0.818181818,0.346319555,1,0.085982906,1,0.976041667,0.106401108,0.660204082,0.654799665,0.8,classical
0.07433603,0.362978283,0.004457503,0.090909091,0.175653445,1,0.068547009,0.984924565,0.984375,0.106401108,0.077959184,0.637832564,0.8,classical
0.209052814,0.090072389,0.027298431,0,0.378123613,0,0.072478632,0.953768667,0.861458333,0.097880498,0.035306122,0.421677297,0.8,classical
0.004851339,0.313340228,0.0913939,0.272727273,0.378776405,1,0.08017094,0.998994971,0.839583333,0.105336032,0.198979592,0.391836575,0.8,classical
0.000552684,0.309203723,0.142710524,0.818181818,0.549338068,1,0.058974359,0.915577565,0.811458333,0.169240601,0.284693878,0.393434747,0.8,classical
0.088153137,0.298862461,0.136673274,0.272727273,0.447032405,0,0.060683761,0.995979884,0.961458333,0.149004154,0.230612245,0.465421138,0.8,classical
0.014993863,0.450879007,0.361057726,0.818181818,0.590490117,1,0.062051282,0.911557449,0.9,0.34391309,0.723469388,0.699548492,0.2,classical
0.009605575,0.475698035,0.016431382,0.818181818,0.301355198,1,0.076923077,1,0.932291667,0.08307594,0.787755102,0.4612051,0.8,classical
0.115741292,0.532574974,0.260436896,0.818181818,0.663916234,1,0.408547009,0.982914507,7.19E-05,0.658110555,0.660204082,0.490835021,0.8,classical
0.01508329,0.55532575,0.107493233,0.181818182,0.324699063,1,0.103418803,0.995979884,0.883333333,0.104270955,0.908163265,0.611874519,0.8,classical
0.056696192,0.54188211,0.636758802,0,0.813066298,0,0.058119658,0.785928826,0.055729167,0.048034934,0.843877551,0.750621375,0.8,classical
0.228345332,0.336091003,0.147741565,0.181818182,0.359740972,1,0.294017094,0.965829015,0.632291667,0.677281926,0.17755102,0.442605511,0.8,classical
0.177296883,0.375387797,0.088475896,0,0.406585372,1,0.066495726,0.973869246,0.910416667,0.15006923,0.232653061,0.379296314,0.8,classical
0.019190425,0.556359876,0.104474608,0.636363636,0.514478941,1,0.073333333,0.991959768,0.854166667,0.079987219,0.423469388,0.563218504,0.8,classical
0.065503829,0.640124095,0.626696719,0.909090909,0.884977936,0,0.062905983,0.557787247,0,0.305570348,0.831632653,0.354269719,0.8,classical
0.061583225,0.413650465,0.245343771,0.454545455,0.525550304,0,0.072307692,0.82210987,0.666666667,0.104270955,0.402040816,0.794566214,0.8,classical
0.136487292,0.38262668,0.088375275,0.909090909,0.379037523,1,0.081367521,1,0.967708333,0.130897859,0.612244898,0.664736767,0.6,classical
0.015395327,0.488107549,0.139691899,0,0.444891245,1,0.077264957,0.996984913,0.966666667,0.171370753,0.826530612,0.585553698,0.6,classical
0.085453044,0.513960703,0.338921143,0.181818182,0.750972661,1,0.045982906,0.67336558,7.94E-05,0.085099585,0.175510204,0.406872141,0.8,classical
0.003630445,0.550155119,0.052051156,0.181818182,0.293391127,1,0.084102564,0.996984913,0.964583333,0.091490042,0.793877551,0.583274096,0.8,classical
0.010623819,0.573940021,0.03202761,0.818181818,0.326422435,1,0.058119658,1,0.972916667,0.121312174,0.813265306,0.688086752,0.6,classical
0.006488667,0.514994829,0.058189026,0.272727273,0.505783743,1,0.579487179,1,0.954166667,0.121312174,0.980612245,0.797326248,0.8,classical
0.011032959,0.324715615,0,0,0.057262971,1,0.079145299,0.959798841,0.000894792,0.156459687,0.293877551,0.513807523,0.8,classical
0.068553188,0.700103413,0.445579224,1,0.867691986,1,0.071452991,0.924622826,0.197916667,0.339652785,0.646938776,0.455797787,0.8,classical
0.674556106,0.70630817,0.262449312,0.454545455,0.746403113,1,0.574358974,0.903517218,0,0.127702631,0.560204082,0.495394224,0.8,classical
0.021058037,0.337125129,0.026191602,0.272727273,0.28853435,1,0.074358974,1,0.967708333,0.106401108,0.283673469,0.400469647,0.8,classical
0.011330027,0.540847983,0.22220098,0.909090909,0.480716505,1,0.068888889,0.774873508,0.01025,0.032697838,0.980612245,0.540030297,0.8,classical
0.022795538,0.277145812,0.105480817,0.181818182,0.687207875,0,0.06034188,0.987939652,0,0.100010651,0.337755102,0.402857101,0.8,classical
0.000839005,0.379524302,0.172896773,0,0.487244432,1,0.073162393,0.978894391,0.888541667,0.224624561,0.832653061,0.363152812,1,classical
0.003582085,0.29369183,0.004316634,0,0.368018383,1,0.082564103,0.975879304,0.951041667,0.065821706,0.404081633,0.567856145,0.8,classical
0.107500155,0.387797311,0.238300313,0.818181818,0.847585973,1,0.056923077,0.984924565,0,0.080945788,0.317346939,0.464058279,0.6,classical
0.157325024,0.281282316,0.614622219,0.181818182,0.722824242,1,0.064102564,0.619094015,0.965625,0.090424965,0.569387755,0.788300986,0.8,classical
0.106357558,0.461220269,0.729329966,0.454545455,0.81570358,0,0.211965812,0.09185581,0.0001625,0.041324955,0.415306122,0.459283372,0.8,classical
0.249393391,0.674250259,0.47777789,0.636363636,0.801968823,1,0.094529915,0.966834044,2.52E-05,0.726275429,0.846938776,0.55735527,0.8,classical
0.101739957,0.415718718,0.045208939,0.454545455,0.325821866,1,0.057606838,0.978894391,0.867708333,0.083714986,0.178571429,0.506640259,0.8,classical
0.007752932,0.37745605,0.133654649,0.272727273,0.422095726,1,0.085811966,0.988944681,0.492708333,0.151134306,0.557142857,0.388635327,0.8,classical
1,0.189245088,0.272511395,0.090909091,0.631694389,1,0.059145299,0.954773696,0.002104167,0.044520183,0.264285714,0.508003118,0.6,classical
0.03396283,0.354705274,0.017739452,0.454545455,0.20220905,1,0.082051282,1,0.980208333,0.068271381,0.079387755,0.635317649,0.8,classical
0.049690151,0.560496381,0.35300806,0.363636364,0.708201687,1,0.095213675,0.967839073,0.00390625,0.321546491,0.77244898,0.552418584,0.8,classical
0.007829693,0.536711479,0.197045772,0.272727273,0.405645351,1,0.057094017,1,0.978125,0.095750346,0.592857143,0.451694504,0.8,classical
0.010147897,0.330920372,0.110511858,0.636363636,0.677494321,0,0.065299145,0.970854159,0.000115625,0.194802428,0.246938776,0.536348617,0.8,classical
0.148057967,0.402275078,0.073080909,0.636363636,0.409927671,1,0.062735043,0.992964797,0.727083333,0.114921717,0.387755102,0.511733821,0.6,classical
0.111258408,0.456049638,0.549218679,0,0.757474476,1,0.201709402,0.657285116,0.465625,0.083714986,0.495918367,0.370388709,0.6,classical
0.062084863,0.172699069,0.130636024,0.363636364,0.300180171,0,0.140512821,0.777888595,0.720833333,0.753967409,0.208163265,0.700274042,0.8,classical
0.059286899,0.400206825,0.049032531,0.454545455,0.403425856,0,0.072820513,0.995979884,0.9625,0.119182022,0.155102041,0.30618728,0.8,classical
0.076986612,0.34229576,0.004205951,0.363636364,0.195106666,0,0.061880342,0.995979884,0.991666667,0.080626265,0.096326531,0.326635063,0.8,classical
0.018591684,0.530506722,0.285592103,0.909090909,0.487244432,1,0.080683761,0.980904449,0.002572917,0.08307594,0.270408163,0.492648897,0.8,classical
0.094994907,0.346432265,0.472746848,0.818181818,0.672872549,1,0.099145299,0.981909478,0.261458333,0.209713495,0.602040816,0.464479883,0.8,classical
0.006488667,0.394002068,0.036153064,0.818181818,0.327049116,1,0.077094017,0.996984913,0.99375,0.24699116,0.529591837,0.547339729,0.6,classical
0.009881534,0.402275078,0.110511858,0.272727273,0.478053111,1,0.065299145,0.995979884,0.877083333,0.12237725,0.755102041,0.315408637,1,classical
0.016734051,0.65770424,0.201070606,0.272727273,0.629030995,1,0.07042735,0.968844101,0.339583333,0.159654915,0.731632653,0.580930764,0.8,classical
0.039076695,0.389865564,0.013915861,1,0.196464475,0,0.077435897,0.954773696,0,0.170305677,0.215306122,0.509390488,0.8,classical
0.057033943,0.330920372,0.026594086,0.363636364,0.4204768,0,0.065982906,0.997989942,1,0.06251997,0.144897959,0.862674831,0.6,classical
0.008674072,0.594622544,0.00681203,0,0.557981043,1,0.126324786,0.937688203,0.001135417,0.126637555,0.445918367,0.296284494,0.8,classical
0.096581571,0.441571872,0.33489631,0.818181818,0.685432279,0,0.060854701,0.987939652,0.080625,0.20545319,0.516326531,0.537309482,0.8,classical
0.091459263,0.578076525,0.44759164,0.727272727,0.7834034,1,0.078632479,0.948743522,0,0.238470551,0.773469388,0.532985592,0.2,classical
0.07910677,0.350568769,0.029210227,0.545454545,0.408256521,0,0.085641026,0.994974855,0.958333333,0.068484397,0.100612245,0.342876612,0.8,classical
0.089360598,0.384694933,0.834981838,0.909090909,0.817374729,0,0.188034188,0.865326116,0.710416667,0.291724358,0.593877551,0.628341577,0.8,classical
0.031876447,0.336091003,0.214151314,0.818181818,0.55257592,0,0.06017094,0.981909478,0.896875,0.113856641,0.11122449,0.488447567,0.6,classical
