image_id,contrast,correlation,homogeneity,ASM
A1_10x94,379.3074908088236,0.9252717221434561,0.08079219761905304,0.00010467705292135239
A1_11x35,215.19093137254904,0.9345908639050685,0.10306803344195732,0.00016733218687674215
A1_11x37,172.17015931372546,0.9433931565235076,0.12332646599801272,0.00024184118825992408
A1_11x39,150.90546875,0.9287537327888453,0.12295093772611099,0.0003263293555588595
A1_11x41,175.3860447303922,0.9290804909767503,0.11430538095570794,0.0002507140479698314
A1_11x43,210.51596200980399,0.9290103941767301,0.10593997784373277,0.00018335092347294317
A1_11x45,258.6856617647059,0.9364904202973549,0.09242151499529344,0.00013038432859356977
A1_11x47,269.7850643382354,0.9609984606949418,0.16557866432737478,0.0017326018829521702
A1_11x61,258.96090686274516,0.9581533448772966,0.18275641412090682,0.0026522736804203916
A1_11x63,273.7627910539216,0.931314377918208,0.08883252187894526,0.00012923097298815365
A1_11x65,280.0807598039215,0.9264563550741347,0.0886184211791182,0.00013074066033046182
A1_11x67,245.51885723039214,0.9238344513825583,0.0947383052238359,0.00015889978463811996
A1_11x69,232.2836550245098,0.9211555189133921,0.09728857840455407,0.00017609698549686422
A1_11x71,224.7147977941177,0.9174407789769328,0.09625130793379616,0.00017950812563076706
A1_11x73,223.90110294117645,0.9162866077928035,0.09536900019230067,0.00018692738182129467
A1_11x75,199.70528492647057,0.9186834807034142,0.10180840330808584,0.00021394453155036523
A1_11x77,182.22080269607844,0.9270046871825638,0.10841629362471607,0.0002277855027964004
A1_11x79,168.5146599264706,0.925504741096168,0.12142552175725221,0.0002853819463217274
A1_11x81,180.22293198529414,0.9369051700273874,0.10967507600759185,0.00020168118181708967
A1_11x83,234.0702512254902,0.943804363387411,0.10517372041261858,0.00016480970547685993
A1_11x85,282.10824142156866,0.9522426305156313,0.13856203923951804,0.0003352629922986351
A1_11x87,365.9225490196078,0.935950527216357,0.09219809624581672,0.0001141241265003244
A1_11x89,384.7746017156863,0.927321945146607,0.07859045072976463,0.00010890574970414027
A1_11x91,389.160294117647,0.926741939293565,0.08216853461644508,0.00011047515810475538
A1_11x93,416.0499540441177,0.9240720391461386,0.07504775889841452,9.719197450349627e-05
A1_11x95,359.49039522058825,0.9243024058466893,0.08278627694565784,0.00011417211454128222
A1_11x97,261.1829350490196,0.9299561778888359,0.09537817606401838,0.00015088918437319783
A1_11x99,249.83157169117655,0.9232346765746434,0.09611330285894372,0.00016357445341034704
A1_12x100,323.3497242647059,0.9313329484129721,0.08945439848042172,0.00011577519670168927
A1_12x34,239.70206801470593,0.9417195118604168,0.11287431409754423,0.00019967941172716026
A1_12x36,197.86305147058823,0.9429529129796372,0.11999801936561673,0.00022412268944035948
A1_12x38,160.71193321078434,0.9383612275285761,0.12363368657540431,0.00028770273715337857
A1_12x40,168.1784620098039,0.9343386817164933,0.11677623151629273,0.00024649403361988177
A1_12x42,223.38091299019612,0.9276036015144483,0.099792180955344,0.0001734042580152466
A1_12x44,259.44578737745104,0.9314264911286194,0.09214269579930683,0.00013624895998534222
A1_12x46,291.48036151960787,0.959958193371332,0.17673667027023304,0.002508004264435553
A1_12x62,257.0536305147059,0.9580725172896761,0.18777058546171044,0.0030861980903153234
A1_12x64,294.81917892156866,0.9321522055250712,0.08571430532260017,0.00011865846838505623
A1_12x66,278.66865808823525,0.9266304389075931,0.08640916741562622,0.00013125632644295462
A1_12x68,238.3111672794118,0.9268342777102946,0.0958888248481319,0.00016203942275056472
A1_12x70,198.91407781862748,0.927654966787355,0.10174761268080217,0.00018998524080281624
A1_12x72,186.9162990196078,0.9218732661626471,0.10419338982952818,0.00021225521171244232
A1_12x74,209.7444087009804,0.9108692958710408,0.1003190847117666,0.0002164593864889706
A1_12x76,208.9488357843137,0.9084569037786951,0.1037362616550765,0.000237316350119245
A1_12x78,229.23334865196077,0.92182566152165,0.10062811116689832,0.00019753238688244908
A1_12x80,193.42175245098042,0.9155318759312657,0.11148953178817558,0.0002463687249945935
A1_12x82,202.079212622549,0.9372027878846639,0.10236292669133543,0.00018567382624771724
A1_12x84,268.038143382353,0.9489254144449035,0.11931227368881213,0.0002794403463361448
A1_12x86,304.75500919117644,0.9405654587166652,0.1042783350479522,0.0001563362376775159
A1_12x88,401.0552542892157,0.927482202246746,0.08060507640769257,0.00010614837329692907
A1_12x90,442.2520526960785,0.9210015473447071,0.07914869229320333,0.00010301248975003607
A1_12x92,452.44437806372554,0.9146279845884445,0.07479041466949625,9.484032583621683e-05
A1_12x94,409.19601715686287,0.9121347663314345,0.07565437568028065,0.00010576658091238952
A1_12x96,301.807061887255,0.9237234969817102,0.09043845410521512,0.0001413647902098952
A1_12x98,241.63020833333337,0.9271243327203781,0.09925856775117282,0.00016665835969038355
A1_13x101,178.328431372549,0.9757505591170629,0.450109585707343,0.0349815066527147
A1_13x33,257.21945465686275,0.9487644531255415,0.12424711217097557,0.00028619375379211116
A1_13x35,240.8879442401961,0.9344111022591055,0.10013880090246556,0.00014924984718918207
A1_13x37,209.4421721813726,0.933898666483734,0.11173428526691369,0.00020927701991872122
A1_13x39,174.56969975490202,0.9458770969280164,0.12654400969970525,0.000258620811031214
A1_13x41,189.23864889705885,0.9299710995479165,0.10767768982737251,0.0002104865766772396
A1_13x43,240.38405330882352,0.9304818917982545,0.0930851176383206,0.00014541455847810937
A1_13x45,298.10163909313735,0.9535898697075205,0.12861405246219684,0.00042804264829783025
A1_13x63,295.82382046568625,0.9461743895447683,0.11908138745498281,0.00037973887184316127
A1_13x65,258.2931525735295,0.9348311406120908,0.08987626637482085,0.0001327106339433752
A1_13x67,278.2348958333334,0.9260075215896507,0.09032673573935764,0.00013937768639165227
A1_13x69,219.7773131127451,0.9258349088071157,0.09877125144516945,0.00017517922887981785
A1_13x71,233.7314031862745,0.9089569225813886,0.09525491639047907,0.0001871728365442378
A1_13x73,181.53193933823533,0.916912982739144,0.10178163863464273,0.00023044115394319498
A1_13x75,214.99002757352943,0.9066750542875345,0.10114895909997293,0.00021265272634022968
A1_13x77,194.21672794117646,0.923573024534486,0.11267720023903675,0.00023718693493788445
A1_13x79,230.9787071078432,0.9221305473104908,0.10012078664058087,0.0001988569272109886
A1_13x81,240.96651348039217,0.9234743344682509,0.09895278344929594,0.0001780849106263216
A1_13x83,286.08583026960787,0.9261755307981241,0.09067233713629329,0.00014833279455317666
A1_13x85,307.7030484068627,0.9268721823063029,0.09044891459713768,0.00014753248543979478
A1_13x87,319.8598192401961,0.9278158261662087,0.0860740522901109,0.0001375082647374207
A1_13x89,369.24149816176475,0.9327689776773682,0.08370225468943639,0.00010948817668534942
A1_13x91,376.86870404411764,0.9251044841246264,0.0807139460879607,0.00011013724720510139
A1_13x93,425.96397058823527,0.9136497045838533,0.07584381441333268,0.00010116911539431949
A1_13x95,327.77064950980395,0.9182208378410147,0.08691309619753187,0.0001379483702181853
A1_13x97,246.83002450980396,0.9296454210552313,0.09972075037536388,0.00016037837948445314
A1_13x99,290.02325367647063,0.9251155760467619,0.08764433434854284,0.00013014286309652538
A1_14x100,277.6082107843137,0.9605028887081143,0.23319511878406865,0.005429826066934894
A1_14x32,285.0957414215686,0.9515808271759695,0.13110017518758865,0.000427675756845324
A1_14x34,282.9843903186275,0.9370983441033566,0.09794026115150219,0.00012764502103307626
A1_14x36,208.06393995098043,0.925265072784248,0.1025383569033713,0.00018315287014009036
A1_14x38,210.45065870098045,0.9340047012318536,0.10973235711914978,0.0001989777772896843
A1_14x40,207.29572610294116,0.9354352265162581,0.10989137643132321,0.0001917902481918012
A1_14x42,234.0335477941177,0.9332618703192199,0.0993225701147093,0.0001516806937235679
A1_14x44,304.44820772058824,0.9503631074732984,0.12120391034147074,0.00029701640632509146
A1_14x64,266.53535539215693,0.9561581454457618,0.13679148583786238,0.0006451177835372815
A1_14x66,251.15289522058828,0.9462876061192428,0.09482462799172832,0.00012560969451352847
A1_14x68,246.75724571078436,0.9295959036917663,0.0935244503351039,0.00014970872549770526
A1_14x70,211.78331801470594,0.9277260446205537,0.10328359495252827,0.00018405889373978765
A1_14x72,201.65320159313723,0.9190034577467046,0.10614766452006182,0.00020536699188713478
A1_14x74,205.00977328431375,0.914848146762797,0.11226282309797146,0.0002481409972651745
A1_14x76,171.39912683823528,0.9220783194328086,0.12859728156698166,0.00036092016798677193
A1_14x78,186.98175551470592,0.9279700450363672,0.1142777356496302,0.00023730180117773219
A1_14x80,225.89545036764707,0.9220469484512517,0.09900873827516773,0.0002189174536236063
A1_14x82,277.58261335784323,0.9194145857192129,0.09285033158664457,0.00016787202300497413
A1_14x84,253.80919117647065,0.923869116142486,0.09261655303889006,0.00016734650115790808
A1_14x86,312.98016237745105,0.9229687419987292,0.08826467433082281,0.0001441461019724986
A1_14x88,323.8166973039216,0.9252274292538842,0.08839023136437255,0.00013932922903000052
A1_14x90,311.24587928921574,0.9289273168613082,0.08551566514421446,0.0001286599270337731
A1_14x92,305.7205729166666,0.9327625008588099,0.08814491387856788,0.00012126929940557717
A1_14x94,294.50615808823534,0.9316024959595395,0.09270379047578166,0.00013690460099480972
A1_14x96,284.30448835784324,0.9227492925022003,0.09259639865676068,0.0001463590663747117
A1_14x98,278.94731924019607,0.9285302194093109,0.09262209647906684,0.00013660153715668253
A1_15x33,260.80488664215693,0.9546342693336664,0.11976814343430034,0.0002534668485002765
A1_15x35,246.84594056372546,0.9389296040068348,0.10034809947309448,0.00013675078113736303
A1_15x37,214.89699754901963,0.9305312814708324,0.09889471406331879,0.00017036423322009566
A1_15x39,234.68138786764706,0.9313434085944325,0.09923983136215438,0.00016920512843617838
A1_15x41,265.40338541666665,0.9210844283011909,0.09002759986028294,0.000142607903398032
A1_15x43,310.24689031862744,0.9444288158112374,0.10828847494768967,0.0002001002750594723
A1_15x55,266.7419883578431,0.9477632102693414,0.2587822399955717,0.007612145587784746
A1_15x57,201.39489889705885,0.9605115711848705,0.3428900440803242,0.025130032924723968
A1_15x65,258.6774203431372,0.955293867654877,0.1532406356034326,0.0008556571587925917
A1_15x67,256.73288909313726,0.9459000129725768,0.09563335507246865,0.0001252351765997453
A1_15x69,242.56691176470588,0.9298794738017139,0.09533176089806937,0.00015693262694937044
A1_15x71,162.3227634803922,0.9429031343380848,0.12026009057198929,0.00023665906648734865
A1_15x73,167.23700980392155,0.9227352635421329,0.13162303693310767,0.00034593722216214913
A1_15x75,178.1774356617647,0.8903208942502303,0.13422653860411962,0.0005062916662912102
A1_15x77,183.35540747549024,0.920832962650792,0.12871813570343063,0.0003691256536698627
A1_15x79,160.32388174019607,0.9191675513040365,0.12375466665089944,0.0003487518556940239
A1_15x81,220.1099111519608,0.9172151001599739,0.10320458111591557,0.00020522795563154793
A1_15x83,311.3763327205882,0.9146979056030999,0.09101425663507827,0.0001547008897193988
A1_15x85,240.24024203431375,0.9339708150356066,0.09717865440810168,0.00016030387482428638
A1_15x87,285.49424019607847,0.9185687984865212,0.08937033674779542,0.00016426071759509568
A1_15x89,305.2881127450981,0.9220258598052908,0.08849101447577559,0.00014358420777165038
A1_15x91,279.06383272058827,0.9308745190182443,0.09160958208811577,0.0001409872217116013
A1_15x93,244.0081188725491,0.9341120081574256,0.09848289179606766,0.0001577206163945358
A1_15x95,231.67043504901963,0.9298951691612044,0.09819275477113695,0.00017082850871659946
A1_15x97,254.2396599264706,0.9263998242787386,0.09603633791830621,0.00015480155900825403
A1_15x99,309.863756127451,0.9417870669316669,0.09763085143759208,0.00011659873718942232
A1_16x32,284.5941329656863,0.9529240004058734,0.14303500439596664,0.0006505714073313149
A1_16x34,274.388893995098,0.9439218084263847,0.09817650463847057,0.00013310674060908062
A1_16x36,241.66467524509804,0.9362412401273917,0.0957088333822892,0.00014001150398885043
A1_16x38,259.5766697303922,0.933593803011181,0.09554025565534716,0.00013983034620098042
A1_16x40,235.27342218137258,0.9322574435238437,0.10212947459782626,0.00017292942280312863
A1_16x42,294.7041513480392,0.9325061166901824,0.09324234510146565,0.00014339272492851305
A1_16x52,181.67212009803922,0.9628463009850499,0.4538756421720484,0.036073605230522804
A1_16x54,392.9894607843137,0.9310007054327967,0.09594872239253113,0.00018491904124164982
A1_16x56,305.1172640931373,0.9411981810209034,0.10357947019847347,0.0001577339920343138
A1_16x58,265.9161917892157,0.9448220893396907,0.11392954136340899,0.0002066086971131897
A1_16x60,286.68756127450985,0.9482527285417117,0.1318440332075242,0.0005102130753496251
A1_16x62,206.55770526960785,0.9666732283528868,0.21904070873632986,0.005594897888019334
A1_16x66,236.10594362745098,0.9638184069558445,0.16533497597604507,0.0010327465228968423
A1_16x68,345.2155330882353,0.9346804762161585,0.08652407980331642,0.0001056621570579825
A1_16x70,217.56833639705886,0.9411672921301364,0.10529818925848175,0.00016594440558469103
A1_16x72,160.57362132352944,0.9276966458891976,0.12701816007895167,0.00033449741291660673
A1_16x74,155.60332414215688,0.9138094683463541,0.13487521234397815,0.00040774253367094386
A1_16x76,199.1283241421569,0.9159773814419414,0.11236624654432868,0.00023184289752589156
A1_16x78,186.98154105392157,0.9205921865929377,0.11880039979863001,0.00026943478113135565
A1_16x80,184.39036458333337,0.9181491318354617,0.1133618843668961,0.00025529931114985833
A1_16x82,256.83760723039217,0.908580008638456,0.09771542418286824,0.00018891741889387497
A1_16x84,308.211412377451,0.9245183821883867,0.08947216942968286,0.00014015499879102992
A1_16x86,289.68183210784315,0.9259667655398922,0.09003962213822811,0.00014432643844915422
A1_16x88,286.77559742647065,0.9263524542734234,0.09065522497986962,0.0001415217779820262
A1_16x90,271.9999234068628,0.92826897497213,0.08805564919798309,0.00014900967232404612
A1_16x92,257.9967830882353,0.9171147171913755,0.09234031902140298,0.00016670353180717754
A1_16x94,242.4803921568628,0.918774966934298,0.09558346515489476,0.0001805348819789865
A1_16x96,282.9380821078431,0.9280966535386779,0.09250083110360234,0.00013968121955047338
A1_16x98,298.82933517156863,0.940820501820312,0.1095049918787428,0.0002483398719092417
A1_17x117,266.44315257352946,0.941022317809053,0.13608190947552815,0.0011660665697613298
A1_17x119,291.1402726715686,0.9206529123200519,0.08231432317811631,0.0001321984877360871
A1_17x121,306.0676776960785,0.9311455496205108,0.08726888746538432,0.00012162832973645957
A1_17x123,324.3276654411765,0.9207053570242505,0.07913197707161042,0.0001171210911218041
A1_17x125,364.06896446078434,0.9232973468630137,0.08129224653614758,0.00010926560134623705
A1_17x127,278.14658394607847,0.9130924941014635,0.08423040220647185,0.00015486996249939933
A1_17x31,303.12628676470587,0.9497791581125887,0.16199430825788375,0.0011185027947108682
A1_17x33,279.06700367647056,0.945225814497534,0.10145307054821576,0.00014829642219939444
A1_17x35,263.6877450980392,0.9485957576347405,0.1055750671020047,0.0001645585015754157
A1_17x37,256.8227481617647,0.9311818798237943,0.09658158044375639,0.00014136901409614092
A1_17x39,283.03509497549015,0.9290712631717177,0.0909758652790502,0.00012832401074706844
A1_17x41,277.1185661764706,0.9370947735271944,0.09651591479956123,0.00013647247396584246
A1_17x53,342.5577359068627,0.9446215848768114,0.12722440398677778,0.0005480831487964365
A1_17x55,399.12950367647056,0.9310598314006516,0.09849489029337417,0.00020916719887633363
A1_17x57,349.31636029411766,0.9309614445855701,0.09065467580368196,0.00013004336710940504
A1_17x59,299.9996170343137,0.9381691999112648,0.0916387657169823,0.00011970786945675941
A1_17x61,331.2687346813725,0.9336689552405313,0.09262204973796113,0.00013933861544387975
A1_17x63,183.95750612745096,0.9704264103107116,0.3473633766820072,0.023568984650960564
A1_17x67,317.90343137254905,0.9525030984885857,0.13037409535816402,0.0005445986773041018
A1_17x69,279.17881433823527,0.9401202130623779,0.09765948009935879,0.00012826100444390378
A1_17x71,201.18275122549025,0.9230250228712227,0.12417285687529889,0.0003230009331972681
A1_17x73,213.53092830882346,0.9156896797878706,0.11004484815427752,0.0002434702003886726
A1_17x75,208.3985294117647,0.9193319898391692,0.10526697325418496,0.00021635989050185027
A1_17x77,184.81562499999998,0.926186288127977,0.10750406788005963,0.0002473677914218689
A1_17x79,178.4255667892157,0.9379969295525514,0.11330576109701622,0.000246959834408641
A1_17x81,206.06925551470587,0.9236895008037258,0.10304170295654719,0.0002147395608059401
A1_17x83,290.03083639705886,0.9144888957695431,0.08866129696462703,0.00016571303048256683
A1_17x85,322.1299632352941,0.9195748403407833,0.08498372861402584,0.00014767785752475008
A1_17x87,284.69497549019616,0.9340867890015945,0.09256347962186053,0.00013989992299386056
A1_17x89,324.16976102941186,0.9191462804586554,0.08452462872808483,0.00013511449453785807
A1_17x91,259.2718596813726,0.9228621632986569,0.09135838453604932,0.0001668697886630143
A1_17x93,242.95655637254907,0.919272903906273,0.09293446800048977,0.00017399630607068203
A1_17x95,305.58391544117654,0.9135246160433171,0.08818405289588012,0.00014226752856473474
A1_17x97,373.6424172794118,0.9393233653563687,0.11625829090330989,0.0004854059567684306
A1_18x114,281.08984374999994,0.9280029888584633,0.08757605201156611,0.00012891054428434975
A1_18x116,249.31862745098042,0.9263399666192336,0.08933746386923692,0.0001436954367761198
A1_18x118,260.8209712009804,0.9156370484299826,0.08757608783089241,0.00014754844234338954
A1_18x120,246.45677083333334,0.9162438572428528,0.08834561150251218,0.00015532297429924794
A1_18x122,252.40093443627455,0.9263255401027088,0.08967202505326081,0.0001428968876153403
A1_18x124,254.95016850490197,0.9281285378447937,0.08886472919031856,0.0001435521766342873
A1_18x126,283.2860294117648,0.9217281619413854,0.08398100910723307,0.00013991986912335406
A1_18x30,229.96740196078437,0.9644782897777094,0.2435023396602859,0.004764993294345927
A1_18x32,254.09891237745103,0.9563959290754592,0.1276059758228212,0.00029966888955720156
A1_18x34,256.63141850490194,0.9469543188436376,0.11165111524427117,0.0001904540921760861
A1_18x36,279.5605238970589,0.93500892342121,0.10193294994279918,0.00017066272118145673
A1_18x38,282.18785232843135,0.944806169084326,0.10895164076568362,0.00019481419875318386
A1_18x40,280.35503982843136,0.9456496840107294,0.12428088458366393,0.00035267748863868466
A1_18x52,282.5945618872549,0.9585204084885535,0.2516771808780638,0.008737432295796689
A1_18x54,368.6359681372549,0.9390102413149055,0.10601229730636609,0.00025304387322484155
A1_18x56,342.94106924019616,0.9377700720075973,0.10477571084763207,0.00023537383176692854
A1_18x58,353.452787990196,0.9336573915975542,0.10176665930254095,0.00020328473329819062
A1_18x60,360.0402726715687,0.9166445180706976,0.08622530136985807,0.0001278158537656791
A1_18x62,262.6170189950981,0.9519652249933473,0.26091458265886747,0.008535328256034338
A1_18x64,194.8493259803922,0.9681896763653979,0.3997565514989176,0.030777066475334017
A1_18x68,324.8721660539216,0.944973721166807,0.10139741614594132,0.00014967622503964825
A1_18x70,291.49344362745103,0.9286313280939531,0.08808253800072675,0.00012874381810781913
A1_18x72,233.3334405637255,0.9188042903189414,0.09855617827049898,0.00018262218576539074
A1_18x74,234.5858455882353,0.912511606113639,0.09687926816055602,0.00020180144524491783
A1_18x76,247.42553615196078,0.9038860849262181,0.09387153863202088,0.00019577583685511583
A1_18x78,184.17714460784313,0.9281038573367492,0.11004530587220492,0.00024227859514669838
A1_18x80,188.20750612745104,0.930975360928734,0.10882297055133408,0.00025387762143766837
A1_18x82,265.5990042892157,0.9221389053452367,0.09374334339886985,0.0001838938101856858
A1_18x84,328.4441329656863,0.9166864312145708,0.08271233838636945,0.00013874703670913832
A1_18x86,289.53219975490197,0.9456237290446787,0.10289954886096056,0.00014760006761972558
A1_18x88,355.78651960784316,0.9201966744651824,0.0876548838938279,0.00012181418073126922
A1_18x90,308.5646139705882,0.9135933808646888,0.08341006548356536,0.000145172389000024
A1_18x92,272.72944240196085,0.9198187938891399,0.08867738700627104,0.00015245049699184212
A1_18x94,267.94422487745095,0.9258817463217466,0.09213536462715124,0.00014205715556366542
A1_18x96,367.0841605392157,0.9395984550448406,0.10968603030031308,0.00023557270641099575
A1_19x111,262.8271905637255,0.9343336439623423,0.09082649617054266,0.0001277075580155469
A1_19x113,277.56403186274514,0.9166153316635578,0.08567357681778891,0.00013689709186370629
A1_19x115,281.927818627451,0.9184113111642737,0.08351088280817845,0.00013219954370764856
A1_19x117,232.6099724264706,0.9234907087878529,0.09223212277449537,0.00016199671456741397
A1_19x119,242.01997549019612,0.9091568817573836,0.08769986951997355,0.00016509622576052485
A1_19x121,261.88883272058825,0.9118644098340266,0.08514383919316597,0.0001490197627189663
A1_19x123,242.96450674019604,0.9129493684420762,0.08825807288686151,0.00016444281402435362
A1_19x125,240.61314338235294,0.9141423332988662,0.08775706634141761,0.0001589180881451846
A1_19x127,266.1273131127451,0.911050354209913,0.08200238460024001,0.0001521950692041523
A1_19x29,296.8857536764706,0.9420876493566619,0.11196941064855698,0.0002040646269613851
A1_19x31,332.08048406862747,0.9497892300360615,0.13720972955556607,0.0006033098748077662
A1_19x33,353.7442708333333,0.942940818797714,0.13373058918477412,0.0005949842430270208
A1_19x35,272.5161458333333,0.9470043248560923,0.11607267963242712,0.00023759770787527634
A1_19x37,265.1285845588236,0.9451721901873199,0.10337429180709137,0.00015226253405390962
A1_19x39,251.08285845588236,0.9570678778461393,0.13929160366773977,0.0004635528599652177
A1_19x51,217.46338848039215,0.9608159387599914,0.33193773308988006,0.02108491081404988
A1_19x53,303.08563112745094,0.9465192185764462,0.12023127970598962,0.00027646766906057763
A1_19x55,326.18998161764716,0.9454260758987401,0.12159048074564194,0.00038420668751952384
A1_19x57,307.0059283088235,0.9443436762369593,0.17585963100026472,0.0020935395331347917
A1_19x59,271.1718137254902,0.9528372343089659,0.1685514722089685,0.0017700422933036569
A1_19x61,294.6985753676471,0.9430830161145091,0.18545433755152751,0.002566470241876622
A1_19x63,420.9831648284314,0.9231420520806751,0.08303945059657436,0.00012256767510542823
A1_19x65,163.31026348039217,0.9687906593404023,0.4585897586723161,0.047185834498187286
A1_19x67,146.8913143382353,0.9760084099610652,0.49437612416995785,0.05529065910553483
A1_19x69,344.8552542892157,0.93475276415834,0.0829813327025142,0.00010520832394691945
A1_19x71,317.9288143382353,0.9188762948807545,0.0852819685228171,0.00013141965004445405
A1_19x73,251.81282169117642,0.9133517886841918,0.09219433589639811,0.0001705252102181252
A1_19x75,250.22072610294117,0.9053025475860372,0.09345244983888665,0.00018791612319330305
A1_19x77,231.60548406862742,0.91166899661196,0.09786009830703683,0.00019934924461895663
A1_19x79,175.50330882352938,0.9318675166832887,0.11026675889747074,0.00024062025047457707
A1_19x81,239.99243259803924,0.9346981727818826,0.10326089259841884,0.00017553767255983283
A1_19x83,326.5698988970588,0.9396284474020197,0.1064370030566031,0.0001964701968218354
A1_19x85,288.4101562500001,0.9372876672480362,0.09598532112600411,0.00013615767711036626
A1_19x87,249.29900428921567,0.9344177480702477,0.09881613822895496,0.00015939808588493607
A1_19x89,280.4689338235294,0.9261615415074055,0.08941052559226462,0.00013659050812037435
A1_19x91,309.2820159313726,0.9079439018405987,0.08304227254134393,0.0001388795024750096
A1_19x93,290.4136488970589,0.9239810994658866,0.0898339127958837,0.00013116093701190653
A1_19x95,368.9787837009805,0.9306565877867308,0.08843494517288314,0.00010372785181781048
A1_1x39,211.6340839460784,0.9615566034976862,0.2557823112173599,0.005817176264462586
A1_1x41,268.8396905637256,0.9400494780656796,0.09760373360575686,0.00013508739126778165
A1_1x43,243.31703431372551,0.9269939507082846,0.09747700192480267,0.00015602425674620348
A1_1x45,173.285462622549,0.9361217933797781,0.11490185438016323,0.00022421526294724383
A1_1x47,159.76891850490196,0.9396322089882961,0.11987531629567776,0.00023966541752270761
A1_1x49,155.87743566176476,0.9335781212089741,0.11165056993763646,0.00024257297655198734
A1_1x51,190.01574754901964,0.9308974399271309,0.10729409993324712,0.00020974657527303206
A1_1x53,220.70804227941179,0.9172270655932457,0.09597117805785783,0.0001980468796932069
A1_1x55,222.50473345588242,0.9180062437240469,0.09599839502532684,0.00020283840931823103
A1_1x57,196.86443014705875,0.9153483935523243,0.10175739335597941,0.00025723701896506135
A1_1x59,194.45369178921572,0.9697473618219111,0.2384859540664605,0.006340883717725757
A1_1x61,212.81040134803922,0.9152527107455379,0.09636568380022767,0.00020718572690641828
A1_1x63,186.82567401960785,0.9207972514530036,0.10217877753007447,0.00022830316352184256
A1_20x108,274.5321078431373,0.9517134297558755,0.17293091921714623,0.0027789122432252634
A1_20x110,286.2943627450981,0.9246824047462398,0.08740837974838891,0.0001278135071622093
A1_20x112,231.27326899509802,0.9276633724878215,0.09475736105028522,0.0001572096434889826
A1_20x114,271.1845588235294,0.9189526990410671,0.08682810413095612,0.00013684300265372692
A1_20x116,268.63606004901965,0.9117489624620639,0.085757978712256,0.0001517506225069685
A1_20x118,262.8089767156863,0.9017223915227223,0.08513241606386998,0.00016625673850652396
A1_20x120,318.8970281862746,0.9071544959700302,0.07896761341954003,0.00012553366456110633
